"subject" "activity" "feature" "mean" "stdev"
"14" "WALKING_DOWNSTAIRS" "tBodyAccXM" 0.293422115555555 0.077981992731368
"14" "WALKING_UPSTAIRS" "tBodyAccXM" 0.26242106612963 0.0912535651106791
"15" "LAYING" "tBodyAccXM" 0.2894756525 0.0485806471964203
"15" "SITTING" "tBodyAccXM" 0.27290337979661 0.0284046710728746
"15" "STANDING" "tBodyAccXM" 0.278915803962264 0.0121224330104311
"15" "WALKING" "tBodyAccXM" 0.273899207962963 0.0582757117614183
"15" "WALKING_DOWNSTAIRS" "tBodyAccXM" 0.280198851190476 0.106502149666492
"15" "WALKING_UPSTAIRS" "tBodyAccXM" 0.270187595833333 0.0872047461592231
"16" "LAYING" "tBodyAccXM" 0.274227162571429 0.0316165557492499
"16" "SITTING" "tBodyAccXM" 0.280768574492754 0.037065732837318
"16" "STANDING" "tBodyAccXM" 0.283497402948718 0.0427352157230143
"16" "WALKING" "tBodyAccXM" 0.276023564509804 0.0486170992206161
"16" "WALKING_DOWNSTAIRS" "tBodyAccXM" 0.295586802191489 0.102567577028942
"16" "WALKING_UPSTAIRS" "tBodyAccXM" 0.255986102627451 0.0674747086852414
"17" "LAYING" "tBodyAccXM" 0.269780085577465 0.0407116937287411
"17" "SITTING" "tBodyAccXM" 0.2773570196875 0.011718481374059
"17" "STANDING" "tBodyAccXM" 0.277942503333333 0.0208125996456809
"17" "WALKING" "tBodyAccXM" 0.272341855245902 0.0398861263174582
"17" "WALKING_DOWNSTAIRS" "tBodyAccXM" 0.293918283260869 0.0711177250430782
"17" "WALKING_UPSTAIRS" "tBodyAccXM" 0.252604768583333 0.103399734617352
"18" "LAYING" "tBodyAccXM" 0.274691576923077 0.0142223675218043
"18" "SITTING" "tBodyAccXM" 0.27727001877193 0.00583589866880478
"18" "STANDING" "tBodyAccXM" 0.278458805890411 0.00461346109731133
"18" "WALKING" "tBodyAccXM" 0.273887758571429 0.0457814902344409
"18" "WALKING_DOWNSTAIRS" "tBodyAccXM" 0.288439468909091 0.0471977947475272
"18" "WALKING_UPSTAIRS" "tBodyAccXM" 0.265401201896552 0.064444886532405
"19" "LAYING" "tBodyAccXM" 0.272653733493976 0.053077769415335
"19" "SITTING" "tBodyAccXM" 0.273830316164384 0.0219032946247565
"19" "STANDING" "tBodyAccXM" 0.27817226 0.00895697324285727
"19" "WALKING" "tBodyAccXM" 0.273931172307692 0.0468053350154373
"19" "WALKING_DOWNSTAIRS" "tBodyAccXM" 0.262688053871795 0.150199772001566
"19" "WALKING_UPSTAIRS" "tBodyAccXM" 0.242118808925 0.095607128709717
"20" "LAYING" "tBodyAccXM" 0.239507882205882 0.139003698260368
"20" "SITTING" "tBodyAccXM" 0.278045439090909 0.0211816969241415
"20" "STANDING" "tBodyAccXM" 0.278076904657534 0.0213345056039223
"20" "WALKING" "tBodyAccXM" 0.272589336470588 0.0504212883356171
"20" "WALKING_DOWNSTAIRS" "tBodyAccXM" 0.296144421355556 0.102825981986565
"20" "WALKING_UPSTAIRS" "tBodyAccXM" 0.252098317156863 0.0993333906437448
"21" "LAYING" "tBodyAccXM" 0.271325472455556 0.0463649821748558
"21" "SITTING" "tBodyAccXM" 0.27753961682353 0.00781790199649409
"21" "STANDING" "tBodyAccXM" 0.27695224258427 0.0246287892771844
"21" "WALKING" "tBodyAccXM" 0.279183526730769 0.0420082985842789
"21" "WALKING_DOWNSTAIRS" "tBodyAccXM" 0.3014610196 0.116004804096624
"21" "WALKING_UPSTAIRS" "tBodyAccXM" 0.265194544680851 0.0816766689965105
"22" "LAYING" "tBodyAccXM" 0.279959721194444 0.0756678592832423
"22" "SITTING" "tBodyAccXM" 0.273583822709678 0.0378564309397627
"22" "STANDING" "tBodyAccXM" 0.279053861587301 0.0117501334226377
"22" "WALKING" "tBodyAccXM" 0.27886459 0.0414745772724656
"22" "WALKING_DOWNSTAIRS" "tBodyAccXM" 0.284458963861111 0.105416033365705
"22" "WALKING_UPSTAIRS" "tBodyAccXM" 0.248391534566667 0.100429120182455
"23" "LAYING" "tBodyAccXM" 0.274038007986111 0.0406223099489445
"23" "SITTING" "tBodyAccXM" 0.273351251617647 0.0195103590119826
"23" "STANDING" "tBodyAccXM" 0.277899323235294 0.0154660318869134
"23" "WALKING" "tBodyAccXM" 0.273211884237288 0.0560871069857005
"23" "WALKING_DOWNSTAIRS" "tBodyAccXM" 0.289897411148148 0.0844266108916834
"23" "WALKING_UPSTAIRS" "tBodyAccXM" 0.249995171031373 0.0741960031638969
"24" "LAYING" "tBodyAccXM" 0.272850494930556 0.0398421153776814
"24" "SITTING" "tBodyAccXM" 0.273475690147059 0.0146029993244331
"24" "STANDING" "tBodyAccXM" 0.280348883913043 0.0185902253839955
"24" "WALKING" "tBodyAccXM" 0.276980816034483 0.0330299216913412
"24" "WALKING_DOWNSTAIRS" "tBodyAccXM" 0.288631208909091 0.0785586956370586
"24" "WALKING_UPSTAIRS" "tBodyAccXM" 0.269881106779661 0.0719655185609436
"25" "LAYING" "tBodyAccXM" 0.250791828613699 0.245543314506594
"25" "SITTING" "tBodyAccXM" 0.278541482461538 0.0143577060845963
"25" "STANDING" "tBodyAccXM" 0.278013701621622 0.00833660376884138
"25" "WALKING" "tBodyAccXM" 0.278992759054054 0.0278185345691957
"25" "WALKING_DOWNSTAIRS" "tBodyAccXM" 0.291329666206897 0.0767417082453319
"25" "WALKING_UPSTAIRS" "tBodyAccXM" 0.277995411384615 0.0657310970668629
"26" "LAYING" "tBodyAccXM" 0.271645864540789 0.0494425259217607
"26" "SITTING" "tBodyAccXM" 0.258243530166667 0.0987309826511342
"26" "STANDING" "tBodyAccXM" 0.281127035405405 0.0185588086573529
"26" "WALKING" "tBodyAccXM" 0.279264443728814 0.0588265206552693
"26" "WALKING_DOWNSTAIRS" "tBodyAccXM" 0.2792845828 0.0868920544461553
"26" "WALKING_UPSTAIRS" "tBodyAccXM" 0.272691394545455 0.0514554177566557
"27" "LAYING" "tBodyAccXM" 0.274102492432432 0.0300293512598499
"27" "SITTING" "tBodyAccXM" 0.273941302571429 0.0278669051854341
"27" "STANDING" "tBodyAccXM" 0.279566921625 0.0137059309837146
"27" "WALKING" "tBodyAccXM" 0.276849485438596 0.0498580980403166
"27" "WALKING_DOWNSTAIRS" "tBodyAccXM" 0.2975441875 0.0828737374585916
"27" "WALKING_UPSTAIRS" "tBodyAccXM" 0.265770253921569 0.0519990496531451
"28" "LAYING" "tBodyAccXM" 0.2759134825 0.0330079981474808
"28" "SITTING" "tBodyAccXM" 0.276977629444444 0.016174283396921
"28" "STANDING" "tBodyAccXM" 0.277795069113924 0.00900500898355497
"28" "WALKING" "tBodyAccXM" 0.281228223888889 0.0652371135647153
"28" "WALKING_DOWNSTAIRS" "tBodyAccXM" 0.293642076521739 0.0976501666406866
"28" "WALKING_UPSTAIRS" "tBodyAccXM" 0.262005841764706 0.0722277965874586
"29" "LAYING" "tBodyAccXM" 0.287295196811594 0.0431637637668102
"29" "SITTING" "tBodyAccXM" 0.2771799775 0.0124782458392964
"29" "STANDING" "tBodyAccXM" 0.277965065846154 0.00441044311480643
"29" "WALKING" "tBodyAccXM" 0.271999916792453 0.0721091274673046
"29" "WALKING_DOWNSTAIRS" "tBodyAccXM" 0.293140441083333 0.11171055129951
"29" "WALKING_UPSTAIRS" "tBodyAccXM" 0.265423066877551 0.0730505838546753
"30" "LAYING" "tBodyAccXM" 0.281033900571429 0.0203087724817983
"30" "SITTING" "tBodyAccXM" 0.268336081379032 0.0604967859107572
"30" "STANDING" "tBodyAccXM" 0.277112699152542 0.00374225282809207
"30" "WALKING" "tBodyAccXM" 0.276406758 0.0458288819983978
"30" "WALKING_DOWNSTAIRS" "tBodyAccXM" 0.283190646967742 0.0898615251820265
"30" "WALKING_UPSTAIRS" "tBodyAccXM" 0.271415642261539 0.0709555972644924
"1" "LAYING" "tBodyAccYM" -0.0405139534294 0.118675802956278
"1" "SITTING" "tBodyAccYM" -0.00130828765170213 0.0474652969368653
"1" "STANDING" "tBodyAccYM" -0.0161375901037736 0.0109082121968311
"1" "WALKING" "tBodyAccYM" -0.0173838185273684 0.0181866836950471
"1" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.00991850461020408 0.0258222216993833
"1" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0239531492643396 0.021747886931539
"2" "LAYING" "tBodyAccYM" -0.0181587397583333 0.00501323968851233
"2" "SITTING" "tBodyAccYM" -0.0156879937282609 0.0276809995746473
"2" "STANDING" "tBodyAccYM" -0.0184208270166667 0.0120526005289779
"2" "WALKING" "tBodyAccYM" -0.0185949199145763 0.0183413245492653
"2" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.0226614158361702 0.0232169224708284
"2" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0214121132045833 0.0412731157865029
"3" "LAYING" "tBodyAccYM" -0.0189556785048387 0.00789862779907117
"3" "SITTING" "tBodyAccYM" -0.00350299841730769 0.064827022969322
"3" "STANDING" "tBodyAccYM" -0.0143376555065574 0.0217242554332478
"3" "WALKING" "tBodyAccYM" -0.0171767844203448 0.0204183643360423
"3" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.0193554079328571 0.0222540608376954
"3" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0324109410555932 0.0456187042653542
"4" "LAYING" "tBodyAccYM" -0.0150031841055556 0.0122745418423241
"4" "SITTING" "tBodyAccYM" -0.007163065158 0.0372053998038389
"4" "STANDING" "tBodyAccYM" -0.00948911098553571 0.0499781670196362
"4" "WALKING" "tBodyAccYM" -0.0148399475341667 0.0200830805239982
"4" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.00980200850666667 0.0244576434511681
"4" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0319804295729615 0.0420460797716443
"5" "LAYING" "tBodyAccYM" -0.0183042123269231 0.00578630262489468
"5" "SITTING" "tBodyAccYM" -0.00990083527045455 0.0360536609497303
"5" "STANDING" "tBodyAccYM" -0.00700418554517857 0.045538779051871
"5" "WALKING" "tBodyAccYM" -0.0172850317482679 0.0243016585193602
"5" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.00850107533191489 0.0331254066081556
"5" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0325269755153191 0.0476591776415229
"6" "LAYING" "tBodyAccYM" -0.0102529170561404 0.0327067871030807
"6" "SITTING" "tBodyAccYM" -0.0145911615290909 0.024077750181471
"6" "STANDING" "tBodyAccYM" -0.0181236327175439 0.0160668730646229
"6" "WALKING" "tBodyAccYM" -0.0168954189082456 0.024445224935336
"6" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.019536840063125 0.0307480091325881
"6" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0272425385070588 0.0383346599462068
"7" "LAYING" "tBodyAccYM" -0.0204411516884615 0.0298668405579687
"7" "SITTING" "tBodyAccYM" -0.01461097580375 0.0235582249662006
"7" "STANDING" "tBodyAccYM" -0.0145740341037736 0.0173429253399
"7" "WALKING" "tBodyAccYM" -0.018653665345614 0.0175776275452626
"7" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.0166332372978723 0.0216440361598095
"7" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0275639005607843 0.0289225723479631
"8" "LAYING" "tBodyAccYM" -0.0212281733881481 0.0255766403720068
"8" "SITTING" "tBodyAccYM" -0.00672550621304348 0.0426400052340109
"8" "STANDING" "tBodyAccYM" -0.0148113067148148 0.0156161038666355
"8" "WALKING" "tBodyAccYM" -0.0186628865310417 0.0370369671132173
"8" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.0211058674973684 0.0214304772538155
"8" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0282415136341463 0.0470837021977811
"9" "LAYING" "tBodyAccYM" -0.020526821662 0.0179404967460696
"9" "SITTING" "tBodyAccYM" -0.02701677698 0.0341576213844816
"9" "STANDING" "tBodyAccYM" -0.0200454954022222 0.0185608826524986
"9" "WALKING" "tBodyAccYM" -0.0180891971284423 0.0201535479289986
"9" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.0203994269075476 0.0289125234957057
"9" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0195101099975714 0.0372246567488375
"10" "LAYING" "tBodyAccYM" -0.024294484137931 0.0463737418819129
"10" "SITTING" "tBodyAccYM" -0.015042681852037 0.0324357614448564
"10" "STANDING" "tBodyAccYM" -0.0155418603409091 0.0133886594069737
"10" "WALKING" "tBodyAccYM" -0.017022351190566 0.0169782647555887
"10" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.0200050770710526 0.0237865305051091
"10" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0143854920340426 0.0266829723768817
"11" "LAYING" "tBodyAccYM" -0.0176598052315789 0.00465620445958504
"11" "SITTING" "tBodyAccYM" -0.0149195616754717 0.0221528023622721
"11" "STANDING" "tBodyAccYM" -0.0171990886595745 0.00899019695297193
"11" "WALKING" "tBodyAccYM" -0.0166475833623729 0.0182269633655327
"11" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.0178097721219565 0.027604419965947
"11" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0303157822055556 0.0382889758621394
"12" "LAYING" "tBodyAccYM" -0.0175203917146667 0.00884538159180038
"12" "SITTING" "tBodyAccYM" -0.0157892988523529 0.0148942412452366
"12" "STANDING" "tBodyAccYM" -0.0169002543196721 0.0167356171971094
"12" "WALKING" "tBodyAccYM" -0.015560927606 0.0202100556056893
"12" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.018084266865793 0.0248333187505695
"12" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0263574903403846 0.0270077214089677
"13" "LAYING" "tBodyAccYM" -0.020440454366129 0.0173192069711054
"13" "SITTING" "tBodyAccYM" -0.00587732936326531 0.0364668844084672
"13" "STANDING" "tBodyAccYM" -0.0167891993964912 0.012717800287919
"13" "WALKING" "tBodyAccYM" -0.0185660651947368 0.0198553282798571
"13" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.0143723839108511 0.0232142070001947
"13" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0277392253910909 0.0439768828350816
"14" "LAYING" "tBodyAccYM" -0.0113424652490196 0.0377988090349667
"14" "SITTING" "tBodyAccYM" -0.00870565463888888 0.0392028980506485
"14" "STANDING" "tBodyAccYM" -0.01520781344 0.0160853662639505
"14" "WALKING" "tBodyAccYM" -0.0217785380966102 0.0254010876847754
"14" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.0200141413657778 0.0329295795164868
"14" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0204388180024074 0.0351244705308209
"15" "LAYING" "tBodyAccYM" -0.0166296542054167 0.00755093436000337
"15" "SITTING" "tBodyAccYM" -0.0117188472271186 0.0373431733264143
"15" "STANDING" "tBodyAccYM" -0.0183516360396226 0.0169490982693167
"15" "WALKING" "tBodyAccYM" -0.0170809740090741 0.02456237106191
"15" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.00563047804309524 0.0314794649282313
"15" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0287523860708333 0.0335982659280405
"16" "LAYING" "tBodyAccYM" -0.0166103510562857 0.0096962203017286
"16" "SITTING" "tBodyAccYM" -0.0102497939956522 0.0254196112059142
"16" "STANDING" "tBodyAccYM" -0.0165999672935897 0.0164763693469506
"16" "WALKING" "tBodyAccYM" -0.0204286929452941 0.0160121036735262
"16" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.0183898583787234 0.0178467647205496
"16" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0143654945011765 0.0319015923235136
"17" "LAYING" "tBodyAccYM" -0.0168462006729577 0.0195484732168225
"17" "SITTING" "tBodyAccYM" -0.014156274084375 0.0272778517173823
"17" "STANDING" "tBodyAccYM" -0.0174120064169231 0.012810520706919
"17" "WALKING" "tBodyAccYM" -0.0184875403339344 0.0124837732866678
"17" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.0167359404347826 0.0222451036205331
"17" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0228645614308333 0.0345989094917963
"18" "LAYING" "tBodyAccYM" -0.0173937684615385 0.00215531242775874
"18" "SITTING" "tBodyAccYM" -0.0128691279736842 0.0109542600490237
"18" "STANDING" "tBodyAccYM" -0.0166353518150685 0.00774015024823499
"18" "WALKING" "tBodyAccYM" -0.0178023631866071 0.0182284359914921
"18" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.0168666920221818 0.0264371268979224
"18" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0222060684378914 0.028664213409359
"19" "LAYING" "tBodyAccYM" -0.0171426864421687 0.00644008648747689
"19" "SITTING" "tBodyAccYM" -0.016739260030137 0.0142887964065598
"19" "STANDING" "tBodyAccYM" -0.0154244056945206 0.0155444420429954
"19" "WALKING" "tBodyAccYM" -0.0191773587903846 0.0288051520777463
"19" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.0145942275069487 0.0362387179798363
"19" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0303986615775 0.0560636822948236
"20" "LAYING" "tBodyAccYM" -0.0144406281132353 0.0219740260839401
"20" "SITTING" "tBodyAccYM" -0.0147229305131818 0.0156114002865185
"20" "STANDING" "tBodyAccYM" -0.0180695049161644 0.022096874530507
"20" "WALKING" "tBodyAccYM" -0.021199992245098 0.0257039356056005
"20" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.00964120773155556 0.0302889219351281
"20" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0282258047588235 0.0388481449059289
"21" "LAYING" "tBodyAccYM" -0.0184233048415556 0.00718895028495876
"21" "SITTING" "tBodyAccYM" -0.0144009705494118 0.0062289689326643
"21" "STANDING" "tBodyAccYM" -0.0167084730205618 0.0153422009418943
"21" "WALKING" "tBodyAccYM" -0.0181610317526923 0.0212394132594959
"21" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.0173195390157778 0.0344149960122326
"21" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0237218695148936 0.030145429735702
"22" "LAYING" "tBodyAccYM" -0.0142629864502778 0.0390362919685834
"22" "SITTING" "tBodyAccYM" -0.0123468446419355 0.0369240132331025
"22" "STANDING" "tBodyAccYM" -0.0158563207496825 0.0147916360444171
"22" "WALKING" "tBodyAccYM" -0.0167213607957174 0.0239797954743526
"22" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.0197999371686389 0.0216730737736294
"22" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0268622561133333 0.0376093791375486
"23" "LAYING" "tBodyAccYM" -0.0216553835833333 0.00978089060529737
"23" "SITTING" "tBodyAccYM" -0.0133945015676471 0.0277265555747024
"23" "STANDING" "tBodyAccYM" -0.0177475547867647 0.00780919500765408
"23" "WALKING" "tBodyAccYM" -0.0183618711932203 0.0185749201105441
"23" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.0162111457238889 0.0279197557144947
"23" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0323844029237255 0.0432852308013893
"24" "LAYING" "tBodyAccYM" -0.0173555210111111 0.00325760414161726
"24" "SITTING" "tBodyAccYM" -0.0131255097938235 0.0197382620416965
"24" "STANDING" "tBodyAccYM" -0.0144785340348986 0.0153737571461604
"24" "WALKING" "tBodyAccYM" -0.0225446400534483 0.0174670841947952
"24" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.0145730348310909 0.0227343574792169
"24" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0251979434569492 0.0413690429952679
"25" "LAYING" "tBodyAccYM" -0.0188943663671233 0.299713637817715
"25" "SITTING" "tBodyAccYM" -0.0147696808030769 0.0169821826292141
"25" "STANDING" "tBodyAccYM" -0.0163569730274324 0.00785090681823172
"25" "WALKING" "tBodyAccYM" -0.0186477624716216 0.0172618182898481
"25" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.0210170522987931 0.0258172535165117
"25" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0269863524264615 0.0334973225933234
"26" "LAYING" "tBodyAccYM" -0.0191895728026316 0.00793328338361627
"26" "SITTING" "tBodyAccYM" -0.00713364541358974 0.0497937207732002
"26" "STANDING" "tBodyAccYM" -0.0166608306652703 0.0206260613396355
"26" "WALKING" "tBodyAccYM" -0.0154259586949153 0.0196264177559248
"26" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.01262580966778 0.0242043514975263
"26" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0281633797398182 0.0269649344794604
"27" "LAYING" "tBodyAccYM" -0.0179867611216216 0.00374715256497497
"27" "SITTING" "tBodyAccYM" -0.0155269799285714 0.0111489194109191
"27" "STANDING" "tBodyAccYM" -0.016593236445 0.0119280784595551
"27" "WALKING" "tBodyAccYM" -0.0166478783221912 0.0166973594698486
"27" "WALKING_DOWNSTAIRS" "tBodyAccYM" -0.0135564467159091 0.0206130773460977
"27" "WALKING_UPSTAIRS" "tBodyAccYM" -0.0200953324078431 0.0192842192381813
"28" "LAYING" "tBodyAccYM" -0.0167537858225 0.0145588427930042
"28" "SITTING" "tBodyAccYM" -0.0185404441258333 0.0149737377391266
